799,"['CFG', 'MGM']"
800,"['CHD', 'COR']"
801,"['CHD', 'EBAY']"
802,"['CHD', 'FAST']"
803,"['CHD', 'INCY']"
804,"['CHD', 'IR']"
805,"['CHD', 'MAS']"
806,"['CHD', 'MKC']"
807,"['CHRW', 'CTSH']"
808,"['CHRW', 'FTV']"
809,"['CHRW', 'GLW']"
810,"['CHTR', 'EQIX']"
811,"['CI', 'ILMN']"
812,"['CINF', 'CME']"
813,"['CINF', 'EG']"
814,"['CINF', 'MAR']"
815,"['CL', 'CPRT']"
816,"['CL', 'IR']"
817,"['CL', 'MNST']"
818,"['CLX', 'EA']"
819,"['CMA', 'MMM']"
820,"['CMCSA', 'CPRT']"
821,"['CMCSA', 'DLTR']"
822,"['CMCSA', 'DTE']"
823,"['CMCSA', 'DUK']"
824,"['CMCSA', 'EG']"
825,"['CMCSA', 'IBM']"
826,"['CMCSA', 'IP']"
827,"['CMCSA', 'IR']"
828,"['CME', 'EG']"
829,"['CME', 'IBM']"
830,"['CME', 'LHX']"
831,"['CME', 'MAR']"
832,"['CMI', 'COO']"
833,"['CMI', 'CRM']"
834,"['CMI', 'ILMN']"
835,"['CMI', 'ISRG']"
836,"['CMI', 'LIN']"
837,"['CMI', 'LOW']"
838,"['CMS', 'CPB']"
839,"['CMS', 'D']"
840,"['CMS', 'IBM']"
841,"['CMS', 'INCY']"
842,"['CMS', 'INTC']"
843,"['CMS', 'LVS']"
844,"['CNC', 'GILD']"
845,"['CNC', 'HPQ']"
846,"['CNC', 'IFF']"
847,"['CNC', 'KHC']"
848,"['CNP', 'HAL']"
849,"['CNP', 'HST']"
850,"['CNP', 'IBM']"
851,"['CNP', 'IFF']"
852,"['CNP', 'LVS']"
853,"['COF', 'ELV']"
854,"['COF', 'HCA']"
855,"['COF', 'ILMN']"
856,"['COF', 'MHK']"
857,"['COO', 'EFX']"
858,"['COO', 'EL']"
859,"['COO', 'ELV']"
860,"['COO', 'HD']"
861,"['COO', 'ILMN']"
862,"['COO', 'ITW']"
863,"['COO', 'KEYS']"
864,"['COO', 'LH']"
865,"['COO', 'LIN']"
866,"['COO', 'MA']"
867,"['COO', 'MCK']"
868,"['COO', 'MHK']"
869,"['COO', 'MLM']"
870,"['COR', 'DGX']"
871,"['COR', 'DHI']"
872,"['COR', 'DLR']"
873,"['COR', 'EA']"
874,"['COR', 'EBAY']"
875,"['COR', 'FTNT']"
876,"['COR', 'ICE']"
877,"['COR', 'JNJ']"
878,"['COR', 'MCHP']"
